record_id,date,division,product_line,region,units_sold,revenue_krw,cost_krw,subscription_ratio_pct,thinq_satisfaction_score
LG-2026-0212,2026-09-14,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),149,357600000,274084182,19.0,89.3
LG-2026-0213,2026-06-22,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),165,577500000,416141187,23.7,86.4
LG-2026-0214,2026-07-20,HE사업본부,OLED evo (TV),북미(North America),131,366800000,228582946,34.3,85.7
LG-2026-0215,2026-07-20,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),81,0,60547500,32.7,88.0
LG-2026-0216,2026-01-11,HE사업본부,OLED evo (TV),한국(Korea),23,64400000,42002909,28.9,96.7
LG-2026-0217,2026-08-12,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),64,224000000,173505964,45.6,93.8
LG-2026-0218,2026-06-27,H&A사업본부,DIOS & Objet (주방가전),북미(North America),58,121800000,79928673,20.2,92.5
LG-2026-0219,2026-01-13,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),24,27600000,20932484,47.4,92.8
LG-2026-0220,2026-01-14,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),79,189600000,120837813,23.8,85.0
LG-2026-0221,2026-06-13,HE사업본부,OLED evo (TV),유럽(Europe),104,291200000,187835226,22.8,88.8
LG-2026-0222,2026-02-26,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),84,96600000,73752225,25.5,92.1
LG-2026-0223,2026-04-26,HE사업본부,OLED evo (TV),유럽(Europe),88,246400000,175137182,22.0,95.6
LG-2026-0224,2026-02-14,HE사업본부,OLED evo (TV),인도·아시아(APAC),177,495600000,372781541,22.0,89.1
LG-2026-0225,2026-07-16,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),59,141600000,103693266,44.6,94.8
LG-2026-0226,2026-06-19,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),151,528500000,368726090,39.4,84.6
LG-2026-0227,2026-05-14,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),88,308000000,216566417,38.4,88.4
LG-2026-0228,2026-08-19,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),125,262500000,197800178,39.2,85.0
LG-2026-0229,2026-08-12,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),176,616000000,421729990,42.9,84.5
LG-2026-0230,2026-01-19,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),171,410400000,280140118,28.8,84.7
LG-2026-0231,2026-05-17,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),108,378000000,235009892,28.1,89.6
LG-2026-0232,2026-03-22,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),67,77050000,53511030,38.2,94.6
LG-2026-0233,2026-05-18,HE사업본부,OLED evo (TV),인도·아시아(APAC),133,372400000,231493145,36.0,94.2
LG-2026-0234,2026-08-15,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),117,134550000,89990352,44.3,95.0
LG-2026-0235,2026-07-22,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),95,332500000,234845748,45.5,95.1
LG-2026-0236,2026-02-23,H&A사업본부,DIOS & Objet (주방가전),북미(North America),137,287700000,196266546,29.5,92.0
LG-2026-0237,2026-04-28,HE사업본부,OLED evo (TV),한국(Korea),154,431200000,301809856,19.3,91.1
LG-2026-0238,2026-07-28,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),58,139200000,87058813,44.6,92.5
LG-2026-0239,2026-09-25,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),78,89700000,62758282,18.8,85.5
LG-2026-0240,2026-03-15,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),20,48000000,29943765,40.7,
LG-2026-0241,2026-03-26,HE사업본부,OLED evo (TV),북미(North America),141,394800000,304296954,42.1,92.5
LG-2026-0242,2026-07-14,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),94,225600000,175578528,19.5,91.0
LG-2026-0243,2026-07-22,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),83,199200000,125502333,31.2,90.3
LG-2026-0244,2026-08-24,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),68,163200000,117583603,39.0,85.5
LG-2026-0245,2026-05-19,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),36,75600000,47981351,46.6,89.0
LG-2026-0246,2026-06-15,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),179,205850000,159844169,22.0,89.3
LG-2026-0247,2026-02-14,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),151,173650000,123651896,24.5,94.8
LG-2026-0248,2026-03-24,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),116,133400000,91602171,47.3,92.0
LG-2026-0249,2026-05-25,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),71,81650000,53086045,23.2,94.4
LG-2026-0250,2026-06-14,HE사업본부,OLED evo (TV),북미(North America),110,308000000,234997873,37.1,93.0
LG-2026-0251,2026-08-28,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),29,101500000,67706302,46.7,88.5
LG-2026-0252,2026-03-23,HE사업본부,OLED evo (TV),유럽(Europe),135,378000000,263845560,26.9,89.5
LG-2026-0253,2026-05-21,H&A사업본부,DIOS & Objet (주방가전),북미(North America),124,260400000,174553954,20.1,97.5
LG-2026-0254,2026-09-19,HE사업본부,OLED evo (TV),한국(Korea),120,336000000,252839564,46.8,91.7
LG-2026-0255,2026-02-19,HE사업본부,OLED evo (TV),한국(Korea),26,72800000,50474992,33.6,87.6
LG-2026-0256,2026-06-23,HE사업본부,OLED evo (TV),북미(North America),15,42000000,27431371,42.0,87.2
LG-2026-0257,2026-09-12,HE사업본부,OLED evo (TV),북미(North America),81,226800000,160727686,44.9,95.2
LG-2026-0258,2026-01-13,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),179,205850000,141490920,18.5,96.4
LG-2026-0259,2026-06-25,H&A사업본부,DIOS & Objet (주방가전),한국(Korea),88,184800000,123700543,21.1,84.9
LG-2026-0260,2026-03-21,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),78,89700000,64686157,20.1,85.8
LG-2026-0261,2026-02-27,HE사업본부,OLED evo (TV),한국(Korea),161,450800000,341066356,43.1,92.2
LG-2026-0262,2026-05-15,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),87,100050000,71696058,20.3,87.4
LG-2026-0263,2026-08-28,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),139,333600000,218334214,35.0,89.2
LG-2026-0264,2026-05-24,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),39,136500000,96086048,26.7,96.1
LG-2026-0265,2026-06-28,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),82,0,61295000,33.2,94.1
LG-2026-0266,2026-06-23,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),170,195500000,122623642,29.0,89.1
LG-2026-0267,2026-02-26,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),98,235200000,165890368,41.2,88.4
LG-2026-0268,2026-06-25,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),69,144900000,90509604,20.4,88.6
LG-2026-0269,2026-07-27,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),20,70000000,49959387,30.4,87.9
LG-2026-0270,2026-02-18,H&A사업본부,DIOS & Objet (주방가전),북미(North America),180,378000000,274070111,32.0,87.3
LG-2026-0271,2026-09-26,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),22,77000000,51113406,29.6,90.1
LG-2026-0272,2026-05-12,HE사업본부,OLED evo (TV),인도·아시아(APAC),160,448000000,316295537,41.9,88.2
LG-2026-0273,2026-07-20,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),32,76800000,55618689,19.4,92.8
LG-2026-0274,2026-06-18,HE사업본부,OLED evo (TV),인도·아시아(APAC),73,204400000,158615130,35.5,86.5
LG-2026-0275,2026-07-24,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),43,49450000,31137690,40.9,90.0
LG-2026-0276,2026-05-12,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),141,338400000,261859487,29.6,87.8
LG-2026-0277,2026-03-20,HE사업본부,OLED evo (TV),유럽(Europe),52,145600000,94593069,34.4,95.3
LG-2026-0278,2026-08-27,H&A사업본부,DIOS & Objet (주방가전),북미(North America),55,115500000,88070640,36.5,90.3
LG-2026-0279,2026-07-13,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),139,486500000,341863107,25.6,90.7
LG-2026-0280,2026-06-20,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),167,400800000,272380196,44.1,
LG-2026-0281,2026-05-26,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),101,353500000,243429105,28.8,94.1
LG-2026-0282,2026-09-20,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),178,623000000,434934917,39.7,91.3
LG-2026-0283,2026-09-24,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),32,112000000,85436499,27.1,87.5
LG-2026-0284,2026-05-11,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),140,490000000,324214052,24.0,96.1
LG-2026-0285,2026-03-11,HE사업본부,OLED evo (TV),유럽(Europe),50,140000000,88401787,23.1,85.2
LG-2026-0286,2026-08-24,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),98,343000000,231360716,19.3,88.2
LG-2026-0287,2026-07-28,H&A사업본부,DIOS & Objet (주방가전),한국(Korea),92,193200000,134467742,21.3,85.2
LG-2026-0288,2026-08-12,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),171,410400000,303018673,23.7,97.5
LG-2026-0289,2026-06-13,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),86,180600000,134154353,26.2,97.3
LG-2026-0290,2026-07-22,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),98,112700000,73628806,31.6,92.6
LG-2026-0291,2026-04-12,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),93,325500000,205749739,23.9,97.1
LG-2026-0292,2026-09-25,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),84,176400000,113203694,41.0,97.3
LG-2026-0293,2026-01-19,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),44,105600000,68405276,25.6,90.0
LG-2026-0294,2026-05-16,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),25,28750000,21409762,33.6,87.8
LG-2026-0295,2026-09-16,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),91,218400000,142287016,44.4,91.8
LG-2026-0296,2026-05-19,H&A사업본부,DIOS & Objet (주방가전),북미(North America),178,373800000,273368877,41.9,97.0
LG-2026-0297,2026-02-14,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),98,112700000,76766874,37.5,86.3
LG-2026-0298,2026-07-21,HE사업본부,OLED evo (TV),한국(Korea),53,148400000,111152912,37.1,93.6
LG-2026-0299,2026-06-27,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),35,122500000,79476386,36.7,96.2
LG-2026-0300,2026-01-21,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),106,121900000,93531671,42.3,86.4
LG-2026-0301,2026-06-21,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),153,535500000,362335867,30.9,91.8
LG-2026-0302,2026-01-24,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),176,202400000,132693312,43.3,84.2
LG-2026-0303,2026-03-15,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),94,329000000,221177268,27.8,88.9
LG-2026-0304,2026-03-14,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),83,95450000,67369026,19.4,96.6
LG-2026-0305,2026-03-17,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),102,214200000,153820092,35.7,84.4
LG-2026-0306,2026-01-23,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),143,300300000,196224782,28.2,94.7
LG-2026-0307,2026-06-19,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),172,412800000,265371253,27.8,90.0
LG-2026-0308,2026-06-21,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),82,172200000,120489772,28.5,88.2
LG-2026-0309,2026-08-11,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),170,408000000,291910247,34.2,96.8
LG-2026-0310,2026-01-17,HE사업본부,OLED evo (TV),유럽(Europe),119,333200000,240290729,31.3,93.3
LG-2026-0311,2026-08-26,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),108,259200000,196407421,18.2,89.6
LG-2026-0312,2026-09-16,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),28,58800000,43361794,38.5,85.5
LG-2026-0313,2026-03-20,HE사업본부,OLED evo (TV),인도·아시아(APAC),118,330400000,212533067,42.2,87.2
LG-2026-0314,2026-01-26,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),98,235200000,162914122,32.1,93.8
LG-2026-0315,2026-03-24,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),160,0,119600000,29.5,86.4
LG-2026-0316,2026-08-19,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),72,172800000,118777052,27.8,95.1
LG-2026-0317,2026-05-13,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),122,140300000,104358208,21.6,87.6
LG-2026-0318,2026-06-13,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),55,192500000,122094443,22.1,93.3
LG-2026-0319,2026-08-21,HE사업본부,OLED evo (TV),한국(Korea),53,148400000,101413263,32.5,92.7
LG-2026-0320,2026-02-26,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),119,285600000,177853961,34.9,
LG-2026-0321,2026-01-24,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),153,175950000,130787487,42.6,91.0
LG-2026-0322,2026-08-10,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),24,27600000,17534456,31.4,96.8
LG-2026-0323,2026-07-19,HE사업본부,OLED evo (TV),인도·아시아(APAC),27,75600000,51647131,32.5,89.1
LG-2026-0324,2026-09-28,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),129,148350000,102730998,33.0,90.9
LG-2026-0325,2026-05-14,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),134,469000000,343881729,23.7,93.5
LG-2026-0326,2026-07-11,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),114,239400000,186134112,46.8,91.8
LG-2026-0327,2026-08-18,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),126,144900000,95574987,26.0,89.9
LG-2026-0328,2026-04-24,H&A사업본부,DIOS & Objet (주방가전),북미(North America),99,207900000,145281545,24.5,93.0
LG-2026-0329,2026-01-19,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),74,259000000,200125156,42.8,89.3
LG-2026-0330,2026-04-16,HE사업본부,OLED evo (TV),한국(Korea),115,322000000,228427909,42.9,85.2
LG-2026-0331,2026-05-28,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),136,156400000,101568101,27.3,84.7
LG-2026-0332,2026-01-24,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),110,264000000,171303218,33.1,89.6
LG-2026-0333,2026-04-23,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),82,196800000,153064382,20.5,92.7
LG-2026-0334,2026-03-21,HE사업본부,OLED evo (TV),인도·아시아(APAC),104,291200000,217790074,46.5,96.0
LG-2026-0335,2026-08-19,H&A사업본부,DIOS & Objet (주방가전),한국(Korea),176,369600000,272079921,27.8,93.2
LG-2026-0336,2026-01-15,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),47,164500000,123996888,20.6,84.7
LG-2026-0337,2026-07-22,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),114,273600000,189014250,30.6,90.2
LG-2026-0338,2026-04-12,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),171,598500000,378016399,37.7,89.1
LG-2026-0339,2026-05-10,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),84,96600000,68664636,33.4,85.3
LG-2026-0340,2026-07-15,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),135,155250000,113408127,32.0,96.4
LG-2026-0341,2026-08-13,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),92,193200000,142485473,19.3,92.4
LG-2026-0342,2026-06-21,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),180,207000000,129337505,22.8,94.9
LG-2026-0343,2026-05-19,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),92,220800000,158004679,47.7,96.0
LG-2026-0344,2026-07-17,H&A사업본부,DIOS & Objet (주방가전),북미(North America),53,111300000,71981757,19.4,91.7
LG-2026-0345,2026-05-25,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),95,228000000,154062172,44.3,93.3
LG-2026-0346,2026-08-20,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),150,525000000,407312149,39.7,95.1
LG-2026-0347,2026-02-22,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),79,90850000,66042947,43.0,90.6
LG-2026-0348,2026-08-10,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),49,171500000,125561422,23.5,87.9
LG-2026-0349,2026-03-27,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),156,179400000,132137163,40.2,88.0
LG-2026-0350,2026-01-18,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),97,232800000,149290245,28.3,97.3
LG-2026-0351,2026-01-18,HE사업본부,OLED evo (TV),유럽(Europe),98,274400000,210205109,30.7,91.8
LG-2026-0352,2026-02-22,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),88,211200000,149659830,22.7,95.0
LG-2026-0353,2026-02-23,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),168,193200000,144081207,45.8,89.2
LG-2026-0354,2026-06-15,HE사업본부,OLED evo (TV),유럽(Europe),34,95200000,63009243,25.1,85.5
LG-2026-0355,2026-01-15,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),137,157550000,109031444,19.0,86.7
LG-2026-0356,2026-09-25,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),175,612500000,470064731,27.2,89.0
LG-2026-0357,2026-04-14,HE사업본부,OLED evo (TV),북미(North America),24,67200000,41801624,22.0,85.3
LG-2026-0358,2026-08-25,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),171,410400000,258376502,26.0,89.1
LG-2026-0359,2026-09-25,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),47,112800000,78902481,44.4,89.8
LG-2026-0360,2026-04-16,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),24,57600000,40871458,28.5,
LG-2026-0361,2026-05-16,HE사업본부,OLED evo (TV),북미(North America),117,327600000,230850620,41.4,85.3
LG-2026-0362,2026-03-12,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),128,448000000,335706864,47.5,84.2
LG-2026-0363,2026-03-10,HE사업본부,OLED evo (TV),유럽(Europe),175,490000000,358296626,30.8,89.2
LG-2026-0364,2026-09-14,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),100,115000000,82945190,39.2,95.2
LG-2026-0365,2026-01-12,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),20,0,14950000,40.4,90.4
LG-2026-0366,2026-07-21,H&A사업본부,DIOS & Objet (주방가전),한국(Korea),119,249900000,172768694,46.8,84.9
LG-2026-0367,2026-02-18,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),79,90850000,57626617,34.6,93.0
LG-2026-0368,2026-09-27,HE사업본부,OLED evo (TV),인도·아시아(APAC),59,165200000,107898510,28.1,94.7
LG-2026-0369,2026-04-16,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),180,432000000,300669337,41.7,89.1
LG-2026-0370,2026-05-15,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),152,319200000,203460127,23.1,97.0
LG-2026-0371,2026-04-20,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),92,220800000,171909064,25.4,95.8
LG-2026-0372,2026-04-20,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),135,324000000,206261420,34.5,96.7
LG-2026-0373,2026-06-16,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),159,182850000,130677817,21.6,95.6
LG-2026-0374,2026-02-12,H&A사업본부,DIOS & Objet (주방가전),북미(North America),168,352800000,239136434,44.3,97.3
LG-2026-0375,2026-05-11,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),120,138000000,96298420,37.0,85.9
LG-2026-0376,2026-02-12,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),97,339500000,235534638,30.7,85.4
LG-2026-0377,2026-05-21,HE사업본부,OLED evo (TV),유럽(Europe),40,112000000,85410587,34.5,95.8
LG-2026-0378,2026-09-16,H&A사업본부,DIOS & Objet (주방가전),한국(Korea),156,327600000,236328081,32.7,92.4
LG-2026-0379,2026-05-17,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),22,25300000,17854113,35.8,94.1
LG-2026-0380,2026-08-10,HE사업본부,OLED evo (TV),한국(Korea),174,487200000,368523393,35.7,96.2
LG-2026-0381,2026-03-11,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),82,287000000,202997954,35.4,91.9
LG-2026-0382,2026-01-21,H&A사업본부,DIOS & Objet (주방가전),한국(Korea),22,46200000,33977871,47.3,92.0
LG-2026-0383,2026-07-20,HE사업본부,OLED evo (TV),유럽(Europe),101,282800000,178269107,35.6,85.4
LG-2026-0384,2026-03-10,HE사업본부,OLED evo (TV),유럽(Europe),30,84000000,55402216,33.8,88.0
LG-2026-0385,2026-03-19,HE사업본부,OLED evo (TV),유럽(Europe),94,263200000,194768947,21.0,89.2
LG-2026-0386,2026-03-11,HE사업본부,OLED evo (TV),인도·아시아(APAC),131,366800000,247096185,27.9,87.1
LG-2026-0387,2026-04-11,HE사업본부,OLED evo (TV),북미(North America),43,120400000,75025710,27.7,95.6
LG-2026-0388,2026-04-25,HE사업본부,OLED evo (TV),인도·아시아(APAC),18,50400000,37031833,28.3,92.7
LG-2026-0389,2026-08-15,HE사업본부,OLED evo (TV),북미(North America),18,50400000,34896435,21.7,96.1
LG-2026-0390,2026-01-18,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),92,193200000,145402424,26.5,94.9
LG-2026-0391,2026-02-16,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),51,58650000,43063802,41.6,92.8
LG-2026-0392,2026-09-13,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),16,38400000,26433250,19.1,93.9
LG-2026-0393,2026-07-13,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),169,354900000,255957775,45.3,89.3
LG-2026-0394,2026-06-23,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),60,126000000,90274411,29.4,96.7
LG-2026-0395,2026-07-19,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),161,185150000,125443228,35.0,85.3
LG-2026-0396,2026-03-20,HE사업본부,OLED evo (TV),유럽(Europe),47,131600000,96816764,32.0,90.7
LG-2026-0397,2026-09-17,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),97,203700000,158389193,19.8,84.6
LG-2026-0398,2026-08-20,H&A사업본부,DIOS & Objet (주방가전),북미(North America),69,144900000,98390614,27.9,91.8
LG-2026-0399,2026-01-21,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),140,490000000,338699868,26.1,96.8
LG-2026-0400,2026-06-28,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),91,218400000,156302853,33.4,
LG-2026-0401,2026-01-25,HE사업본부,OLED evo (TV),인도·아시아(APAC),84,235200000,147148259,47.3,93.9
LG-2026-0402,2026-09-20,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),40,96000000,61863354,37.4,95.9
LG-2026-0403,2026-04-19,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),175,201250000,152199404,29.4,87.2
LG-2026-0404,2026-06-24,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),89,311500000,234377316,33.0,93.1
LG-2026-0405,2026-02-23,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),43,103200000,64849728,41.7,85.4
LG-2026-0406,2026-02-24,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),111,233100000,144767415,30.2,93.6
LG-2026-0407,2026-07-21,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),72,172800000,125102354,37.9,89.8
LG-2026-0408,2026-07-26,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),147,514500000,344618390,32.2,85.8
LG-2026-0409,2026-06-22,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),154,369600000,246031292,32.9,85.8
LG-2026-0410,2026-03-16,H&A사업본부,DIOS & Objet (주방가전),북미(North America),68,142800000,101962927,39.1,95.7
LG-2026-0411,2026-08-27,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),53,60950000,41533743,25.1,93.2
LG-2026-0412,2026-05-13,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),177,619500000,391677415,25.9,84.6
LG-2026-0413,2026-03-26,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),140,161000000,109398171,42.1,92.7
LG-2026-0414,2026-04-15,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),63,72450000,48775941,47.3,97.2
LG-2026-0415,2026-01-20,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),111,0,82972500,24.4,91.6
LG-2026-0416,2026-08-25,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),32,112000000,79874578,39.6,97.4
LG-2026-0417,2026-05-23,HE사업본부,OLED evo (TV),한국(Korea),51,142800000,109295238,20.7,97.4
LG-2026-0418,2026-06-28,H&A사업본부,DIOS & Objet (주방가전),북미(North America),74,155400000,117005227,42.1,87.0
LG-2026-0419,2026-01-21,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),101,212100000,157686619,45.7,89.7
LG-2026-0420,2026-05-14,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),86,98900000,70670533,33.1,95.6
LG-2026-0421,2026-06-26,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),71,81650000,55694891,42.3,89.6
LG-2026-0422,2026-08-12,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),112,235200000,173241814,41.0,93.7
LG-2026-0423,2026-07-27,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),107,256800000,189150247,41.5,88.2
LG-2026-0424,2026-01-11,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),74,259000000,191427943,45.1,90.2
LG-2026-0425,2026-07-19,HE사업본부,OLED evo (TV),인도·아시아(APAC),94,263200000,182753212,28.6,92.7
LG-2026-0426,2026-09-12,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),52,182000000,137359189,38.3,91.1
